Unnamed: 0,highway,name,asfinag_position,asfinag_type,direction,osm_id,osm_name,centroid,dist_along_highway,traffic_flow,energy_demand
38.0,A1,'Kasern',287.89,0,0,67810346,Kasern,POINT (379965.1866849827 436861.7818618672),279165.959129779,38922.8495638266,101432.70404041583
40.0,A1,'Walserberg Nord',300.73,0,0,322551671,Walserberg Nord,POINT (371215.5212896587 430020.827009695),291924.308206547,12964.000000008587,33079.84748626592
41.0,A10,'Glanegg/West',4.28,2,0,720563664,P4,POINT (375588.8247198838 428601.7700531682),1770.48717284199,30225.0,
45.0,A10,'Golling West',28.82,0,0,206566678,Raststation Golling West,POINT (386665.6111077745 409348.2888831083),26258.7424632438,19875.000668287423,
46.0,A10,'Werfen',40.34,2,0,530029927,,POINT (389206.2021239441 398654.013789689),37817.9338569016,18631.68277998504,
47.0,A10,'Klausgraben West’,50.01,2,0,185872881,,POINT (395262.1959173766 392692.4055396887),47504.5194915941,16224.0,
49.0,A10,'Eben Süd',59.21,0,2,404477042,Raststation Eben-Süd,POINT (403740.1447232449 391218.4347725328),56778.0270021231,15997.416619605658,
50.0,A10,'Eben Nord',59.32,0,2,404477039,Raststation Eben-Nord,POINT (403770.5792237686 391334.4426845374),56754.9032721997,15997.1632592005,
51.0,A10,'Rohr',71.25,2,0,893823928,Parkplatz Rohr,POINT (404717.4214030203 379792.6703917994),68791.6930993305,10976.0,
52.0,A10,'Tauernalm',79.79,0,2,200145931,Raststation Tauernalm,POINT (407008.1463603936 372061.4315096087),77278.9218622281,10903.654559151322,
53.0,A10,'Lungau',97.91,0,0,404476377,Raststation Lungau,POINT (416423.0888469284 359032.9457010794),95447.7334893185,10877.0,
55.0,A10,'Rennweg',112.45,2,0,421600809,Rennweg,POINT (420616.4501677827 347437.7373811901),109897.179457003,6878.0,
57.0,A10,'Eisentratten',125.92,0,2,404473862,Raststation Eisentratten,POINT (418830.9453438835 335556.5502592363),123333.651349287,6877.999999999999,
59.0,A10,'Wolfsberg',142.25,2,0,450117701,,POINT (413440.5785135642 323465.6985446857),139712.580635197,14500.0,
61.0,A10,'Feistritz an der Drau',162.01,0,2,894093001,Raststation Feistritz,POINT (425806.2178627966 309419.4194663895),159366.182248405,14929.0,
63.0,A11,'Rosegg',9.04,0,2,528652488,Rosegg,POINT (451138.4931818426 297968.0198626479),9063.09153694166,4306.5,
65.0,A12,'Angath Süd',14.1,0,2,57375373,Angath-Süd,POINT (304722.0445451084 402818.6027073953),14100.9363699928,19907.99999999997,
66.0,A12,'Angath Nord',14.22,0,2,263997273,Angath-Nord,POINT (304578.7943139818 402878.664587032),14101.9253618524,19907.99999999997,
67.0,A12,'Münster Nord',35.71,1,0,271726057,Münster Nord,POINT (287891.8951937077 391585.4436071264),35800.7780144102,18334.0,
70.0,A12,'Weer',54.8,0,0,189520404,Raststation Weer Nord,POINT (273177.3755848916 381267.0161391716),54863.9041356906,24110.000189607712,
73.0,A12,'Hall in Tirol',66.28,2,0,460585087,Rastplatz Koreth,POINT (263320.9913124482 376864.6355705607),66219.4051681823,28148.000000002427,
74.0,A12,'Ampaß',72.07,0,0,189800878,Raststation Innsbruck-Ampass,POINT (257715.1605934511 375438.5480130724),72190.0469737862,35539.999996608014,
76.0,A12,'Kematen',86.01,2,0,397610524,,POINT (244927.7226139134 376021.1196328907),85979.7305910282,27475.052704552163,
77.0,A12,'Zirl-Inzing',91.77,1,0,389525938,Rastplatz Zirl - Inzing,POINT (239676.9298823825 377420.933312094),91908.2028374514,12.040962292989608,
78.0,A12,'Pettnau',95.81,0,2,47030786,Raststätte Pettnau,POINT (236069.536350749 378408.4979657655),95783.0097550487,55.26010321034831,
80.0,A12,'Telfs Nord',103.33,2,0,401248680,,POINT (229961.8542589817 380729.6258666784),103285.022651291,14213.46393941228,
83.0,A12,'Imst Nord',133.84,2,0,401260330,Imst Nord,POINT (202103.973387842 371962.3959630321),133786.71793032,10262.0,
84.0,A12,'Mils',135.51,0,2,401257103,Trofana Tyrol,POINT (200497.5630784137 371607.5573271295),135439.213500597,10262.00000000003,
85.0,A12,'Kronburg Zams',142.7,2,0,533546618,,POINT (194519.2168737496 368250.2725551513),142654.069747162,10312.0,
91.0,A13,'Patsch',6.24,2,0,152314682,,POINT (253598.5527459563 369990.4547406422),6206.23253742273,21023.0,
92.0,A13,'Europabrücke',8.27,0,2,320569653,Raststation Europabrücke,POINT (253427.4126027939 368187.6446535956),8216.48207038687,21023.0,
94.0,A13,'Matrei West',16.79,0,0,370306110,Raststation Matrei West,POINT (256974.3902412126 361849.3433098343),16740.4669423396,15161.0,
95.0,A13,'Matrei Ost',16.95,0,2,370306111,Raststation Matrei Ost,POINT (257122.9535760355 361737.0759592641),16905.1340338969,15161.0,
97.0,A13,'Wipptalerhof West',22.56,2,0,372332550,Wipptaler Hof,POINT (257875.0038666153 356438.5720289186),22510.6658632038,11615.000000000608,
99.0,A13,'Nößlach',26.91,1,2,152309579,Nößlach,POINT (259434.8126629056 351963.6051435986),27714.6711516779,12027.916375220364,
102.0,A13,'Gries West',29.54,0,0,239796021,Raststation Gries West,POINT (258763.5181514459 350375.0056006467),29475.082108025,12036.99974796117,
103.0,A13,'Brennersee - Fröhlich',32.6,2,0,776721687,Brennersee,POINT (260950.0456794845 348413.2928429805),32553.8800139104,12036.999999999998,
104.0,A13,'Brennersee',33.44,0,0,372330818,Raststation Brennersee,POINT (261146.1962436659 347699.728141577),33383.1640141658,12037.0,
105.0,A13,'Brennerpaß',34.16,0,2,372330817,Raststation Brennerpaß,POINT (261398.2313802385 347012.0909509405),34101.6339834305,12037.0,
107.0,A14,'Hörbranz’,0.0,1,2,633966549,,POINT (129543.4415961138 411356.8136098218),243.611315270031,11914.47538487758,
109.0,A14,'Dornbirn Ost',15.27,2,0,367495632,P 15,POINT (127868.1789472502 399372.9350315455),14950.2843690996,22911.03673497288,
110.0,A14,'Hohenems',24.48,0,2,471547998,Raststation Hohenems,POINT (122706.0052690432 391754.7935536472),24293.5500837741,26852.092271153047,
111.0,A14,'Rankweil West',33.46,2,0,207257184,Rastplatz Rankweil West,POINT (119816.947577177 383798.2976617484),33309.0188255742,22794.137882745563,
113.0,A14,'Schlins West',46.72,2,0,533414012,Parkplatz Schlins,POINT (123321.0886701855 373406.1302092274),46706.4427723299,13115.0,
116.0,A2,'Guntramsdorf',14.43,0,2,324026491,Guntramsdorf,POINT (623926.2221590605 463563.4606787244),14491.7204156085,54671.885978190505,
117.0,A2,'Triestingtal',32.08,1,0,327066542,Rastplatz Triestingtal,POINT (614767.8149405568 449540.0532148879),32178.6647084555,40445.0,
120.0,A2,'Bad Fischau',40.93,0,0,100454573,Raststation Bad Fischau,POINT (613196.1533770029 441023.8700809314),41055.0424707906,37535.00000001001,
121.0,A2,'Steinfeld',50.35,1,0,148700928,Rastplatz Steinfeld,POINT (614534.9720840184 432285.1386301224),50293.5581403013,32434.00031526797,
123.0,A2,'Witzelsberg',60.84,2,0,207564998,,POINT (609381.3005077317 423778.7327135221),60871.6252483588,21168.0000351488,
125.0,A2,'Zöbern',78.76,0,2,47027527,Raststation Zöbern,POINT (609495.7543804377 408545.1437660298),78798.1883537131,17853.0,
128.0,A2,'Pinkafeld/West',98.0,2,0,207181900,,POINT (607383.314727821 391962.9644715288),98046.5759014359,15628.999999999998,
129.0,A2,'Loipersdorf',105.5,0,2,192927910,Raststation Loipersdorf,POINT (606100.3011752106 385009.4386134488),105622.148155292,14612.0,
131.0,A2,'St. Johann/Nord',113.24,2,0,525858856,P113,POINT (604971.14603563 378493.8247382877),113233.643056353,14612.067329295864,
132.0,A2,'Hainersdorf',133.87,1,0,525878305,Rastplatz Hainersdorf,POINT (601083.218354068 361095.5815844694),133858.629815434,16034.999999999998,
134.0,A2,'Arnwiesen',154.1,0,2,140439861,Raststation Arnwiesen,POINT (584815.6945069765 359017.6639889878),154027.591129845,19529.0004964994,
135.0,A2,'Laßnitzhöhe Nord',170.16,1,0,525963518,Rastplatz Laßnitzhöhe-Nord,POINT (570822.2967376324 354091.4658410492),170265.381017141,27470.0,
137.0,A2,'Kaiserwald',190.77,0,2,192901592,Raststation Kaiserwald,POINT (555990.9359950811 342071.0291058678),190811.98043951,21967.00248080555,
138.0,A2,'Herzogberg Nord',220.13,1,0,193468416,Rastplatz Herzogberg Nord,POINT (534021.3825995264 342554.1485492085),220248.196603865,8807.00000002098,
140.0,A2,'Pack',235.21,0,2,207488228,Raststation Pack Preitenegg,POINT (520193.4766166944 341117.7951351135),235315.764538704,8807.0,
142.0,A2,'Twimberg Nord',242.44,2,0,526830760,Rastplatz Twimberg Nord,POINT (514921.9528572539 337722.4353467271),242509.803050667,8465.0,
144.0,A2,'St. Ändra',262.91,2,0,526850263,Parkplart Sankt Andrä,POINT (513196.7727531045 318766.4771180848),262955.564385614,11358.00000168869,
146.0,A2,'Gönitz/Nord',268.89,2,0,527026750,Parkplatz Gönitz Nor,POINT (510682.1791903474 313759.070263938),268950.328363809,12420.0,
147.0,A2,'Haimburg Nord',279.17,2,0,527042440,Parkplatz Haimburg Nord,POINT (502292.7816052746 310179.8495204826),279134.371458674,10779.0,
148.0,A2,'Völkermarkt',285.09,0,2,47029582,Raststätte Völkermarkt,POINT (496555.3319714307 309690.5901621991),285005.731557368,10779.0,
149.0,A2,'Grafenstein Nord',300.0,1,0,398982039,Grafenstein Nord,POINT (484620.387659362 305140.8658585658),299840.502393441,13362.0,
151.0,A2,'Krumpendorf/Nord',329.28,2,0,527233259,Parkplatz Krumpendorf Nord,POINT (468286.3644425684 303657.2035560734),319007.818757861,19027.00404912327,
153.0,A2,'Wörthersee',340.13,0,2,324036372,Raststation Wörthersee,POINT (458349.9997587008 303666.2358118318),329838.353526062,19452.999998289542,
155.0,A2,'Sternberg/Nord',349.03,2,0,527576786,Parkplatz Sternberg Nord,POINT (449825.1520226449 302412.4533868213),338742.74377299,17176.999989573145,
156.0,A2,'Federaun/Nord',361.73,2,0,527631024,,POINT (439216.0674886806 298092.1657742577),351427.395415953,16516.999999999996,
158.0,A2,'Dreiländereck Süd',374.17,0,2,802147800,Rastplatz Dreiländereck Süd,POINT (428015.7321372766 296729.4447019593),363852.388836953,9394.99999993558,
159.0,A2,'Dreiländereck Nord',374.27,0,2,802147801,Rastplatz Dreiländereck Nord,POINT (427929.2750915801 296865.8450132926),363908.232330081,9394.999999829468,
168.0,A21,'Alland',14.68,0,2,892039574,Raststation Alland,POINT (603624.3526028101 467027.472407522),13443.6090856171,19649.001272009093,
170.0,A21,'Hinterbrühl',26.99,1,0,286175682,Rastplatz Hinterbrühl,POINT (613765.5647299936 467564.8900480742),25761.7696153155,20093.0,
174.0,A22,'Korneuburg Ost',18.12,0,0,54893726,Raststation Korneuburg,POINT (621303.8763335195 498539.7127567021),18079.0228920398,32321.000000000007,
176.0,A25,'Pucking',5.97,1,0,532567871,Rastplatz Pucking Nord,POINT (461267.5860737208 476673.0289561879),5862.77553580224,21620.0,
179.0,A25,'Wels',13.06,0,2,311913080,,POINT (455024.5227129348 476999.8729279457),12938.2615663518,25078.48219887029,
180.0,A3,'Hornstein',28.0,0,2,373807312,Raststation Hornstein,POINT (630409.3244350143 446660.2082495076),19180.6319530819,17427.0,
181.0,A4,'Simmering',2.45,0,0,478125158,Raststation Simmering,POINT (631279.0016764031 480453.7891075072),3146.2697771734,35371.78969176939,
182.0,A4,'Fischamend',22.33,1,0,157107389,Rastplatz Fischamend,POINT (647755.8366565057 471376.1000652218),23119.4982622661,-1.0,
184.0,A4,'Göttlesbrunn',28.04,0,2,525427828,Raststation Göttlesbrunn,POINT (651823.8253018593 467339.483749786),28897.0499829454,-0.9999999853060566,
186.0,A4,'Neusiedl',47.01,2,0,666371707,Rastplatz Neusiedl,POINT (665050.1524660793 458043.7360210589),47732.2343970094,21837.0,
187.0,A4,'Nickelsdorf Süd',64.65,0,0,342598797,Raststation Nickelsdorf Süd,POINT (681173.5546972395 454342.2530852788),65405.1340120005,10545.000205483248,
191.0,A5,'Hochleithen',10.63,0,2,42217069,Raststation Hochleithen,POINT (637914.9142296079 507927.045338552),10075.3962511859,17306.5,
192.0,A6,'Potzneusiedl',10.8,0,2,46158787,Rastplatz Potzneusiedl,POINT (670513.7452634472 465570.2468047387),10738.1512840644,7325.999999986983,
195.0,A7,'Denk',25.76,1,0,189919124,Rastplatz Denk,POINT (483190.2215469718 494858.4157010064),25748.2082749607,18851.0,
196.0,A8,'Voralpenkreuz',0.17,0,2,47030388,Voralpenkreuz,POINT (452344.349495513 463254.9889435243),437.544715952789,10081.0,
198.0,A8,'Oberham/Nord',18.32,2,0,376844441,Parkplatz Oberham Nord,POINT (445419.2738178434 476722.7469265913),18458.1170448116,21938.959474012077,
200.0,A8,'Kematen/Nord',24.85,2,0,532884392,Parkplatz Kematen Nord,POINT (439261.2969947135 475739.7629321066),24993.1862341752,16374.0,
201.0,A8,'Aistersheim',33.81,0,2,245596053,Raststation Aistersheim,POINT (430758.2100374589 475593.3085917626),33951.0145907155,14979.0,
202.0,A8,'Gotthaming',43.74,2,0,376944495,Parkplatz Gotthaming,POINT (422394.57208572 478857.4341825068),43847.859991169,13574.002126406618,
,A8,'Grübl/Nord',49.61,2,0,81305333,Grübl Nord,POINT (417653.8197867699 482225.9951059376),49721.1812166734,13574.000000000002,
206.0,A8,'Murau Ost',56.88,1,0,189139728,Rastplatz Murau Ost,POINT (411972.4879913593 486047.9175938376),57052.6241691495,13536.0,
208.0,A8,'Dietrichshofen/Ost',72.06,2,0,892779685,Parkplatz Dietrichshofen/Ost,POINT (406204.3263096366 497523.4572408884),72179.3558586047,8836.923336744558,
1.0,A9,'Maisdorf/West',12.73,2,0,376804457,Parkplatz Maisdorf/West,POINT (457248.6927408883 451296.6961317431),12715.4419325586,11055.0,
2.0,A9,'St. Pankraz',36.36,0,2,376804460,,POINT (454462.4796090579 459150.9240466407),4251.18000570745,13188.999999999984,
4.0,A9,'Pyhrn-Priel West',55.04,1,0,510816662,Rastplatz Pyhrn-Priel West,POINT (475238.5922338971 418494.5326237982),55287.6323006912,7952.683456419135,
6.0,A9,'Ardning West',66.04,2,0,376715081,Rastplatz Ardning West,POINT (474264.7869986332 409366.1576528699),66098.6798666159,13362.0,
8.0,A9,'Rottenmann/Süd',78.18,2,0,376715085,,POINT (479560.3242440162 402327.4291888591),78229.8106198703,13362.000000000002,
9.0,A9,'Trieben',85.7,0,2,94441558,Raststation Trieben,POINT (486639.4742590693 399996.0857621173),85756.3312594765,10619.0,
11.0,A9,'Treglwang',94.03,2,0,665215184,Parkplatz Treglwang,POINT (494384.4414220566 397757.6211567058),94088.5015303044,10618.999999999998,
12.0,A9,'Kalwang',106.26,1,0,665214827,Rastplatz Kalwang,POINT (504858.7646234921 392793.6916558671),106382.75882426,10525.316267198004,
14.0,A9,'Kammern Süd',121.26,0,2,94438967,Raststation Kammern,POINT (518331.4913245914 388591.1482733858),121307.79108643,11028.0,
15.0,A9,'St. Michael',135.01,2,0,99092854,,POINT (528393.8191299433 381676.808692028),135030.324406421,11073.999381028498,
17.0,A9,'Ortnerhof Süd’,135.65,2,0,474140730,,POINT (528960.2473120602 381386.926619308),135665.748800538,11073.999999904188,
18.0,A9,'Hinterlainsach/Ost',139.16,2,0,664756705,,POINT (531484.5482811976 379123.8925040846),139200.644977708,11074.0,
20.0,A9,'Kleintal',150.57,2,0,564086450,,POINT (540574.3351737915 373267.2506366365),150606.028250769,11777.0,
22.0,A9,'Übelbach 2',154.24,2,0,664756053,Übelbach II,POINT (543552.0205580738 371167.7484766453),154270.159303515,11777.0,
23.0,A9,'Deutschfeistritz',161.95,0,2,235790130,Raststation Deutschfeistritz,POINT (550268.1905258861 369200.0667830457),161920.496288892,11778.020716518296,
24.0,A9,'Eggenfeld',169.13,2,0,4575038,,POINT (551474.5660784504 362643.2864107855),169109.1565027,20445.99633879997,
26.0,A9,'Premstätten',192.48,1,0,178135178,Rastplatz Premstätten,POINT (559542.4347327679 343347.8517675975),192657.174954373,29879.538914706136,
28.0,A9,'Gralla West',211.06,0,0,192707339,Raststation Gralla West,POINT (568973.1545814445 328308.5763406043),211182.94306823,20689.0,
30.0,A9,'Straß West',225.02,2,0,314047000,Rastplatz Straß West,POINT (576389.1964605602 317271.5331191026),225120.342852042,8239.000000000007,
244.0,S16,'Schnann',18.9,0,2,896823217,Raststation Schnann,POINT (175736.3196791559 365319.7414454991),18919.5402775678,4941.998502581345,
246.0,S16,'Innerbraz',54.99,0,0,782866940,Raststation Innerbraz,POINT (141663.7117547484 365822.3405278649),54888.6514742696,5391.999999999998,
248.0,S16,'Radin Nord',59.03,2,0,782870538,Parkplatz Radin,POINT (137801.0744044039 366256.0396979343),58937.6830358324,5392.0,
252.0,S31,'Forchtenstein’,52.45,2,0,913221916,,POINT (627948.3738034245 431165.8576790883),18821.6221808754,7856.999982987448,
253.0,S31,'Kobersdorf',66.91,2,0,159983507,Parkplatz Kobersdorf (gesperrt),POINT (629644.6517780572 417698.5675687034),33190.2720838145,6223.999999590788,
257.0,S33,'St. Pölten Ost',1.84,0,0,109352402,,POINT (573067.4196835606 480078.4089812149),25259.4986843641,15332.0,
259.0,S33,'Herzogenburg',15.69,1,0,405477797,Rastplatz Herzogenburg,POINT (576795.2939461012 493077.3537351532),11509.5921325825,15550.000309632189,
260.0,S35,'Frohnleiten West',26.82,2,0,173760628,P27,POINT (550069.9603391113 374276.510225074),25978.7450905744,9816.0,
262.0,S36,'St. Marein Nord',14.89,0,0,49358081,Rastplatz St. Marein,POINT (517114.5362839187 373903.9986891008),14909.7723156369,10113.0,
265.0,S36,'Hauswald',35.77,2,0,951736532,Parkplatz Hauswald,POINT (499579.1062545049 364983.2665401984),35739.1629693343,9740.5,
,S37,'Hunnenbrunnen',285.19,2,0,951738007,,POINT (480070.5452648401 320067.1442213526),2135.51180332674,10058.000000000002,
,S37,'Zollfeld',293.91,2,0,450094399,,POINT (478570.5409621694 312179.0418976798),10776.6961037613,10058.0,
269.0,S5,'Zaina',6.3,2,0,142277259,,POINT (604984.3417026057 499916.418332191),6218.35325099361,17736.0,
270.0,S5,'Grafenwörth',32.85,0,2,925947138,Raststation Grafenwörth,POINT (580893.6274787366 504257.2332089241),32764.2224707922,12017.0,
271.0,S6,'Natschbach',3.22,0,2,96307607,Rastplatz Natschbach,POINT (607765.4656145051 426742.508754152),2710.82339299296,14441.0,
273.0,S6,'Gloggnitz Nord',18.44,2,0,661056057,Parkplatz Gloggnitz,POINT (594415.12474036 420836.0955214572),17845.4351772509,8009.0,
274.0,S6,'Schottwien',23.57,0,2,49360021,Rastplatz Schottwien,POINT (589677.1334808402 419730.4465447656),22953.1901775314,8009.0,
275.0,S6,'Schwöbing Nord',48.55,0,0,327068314,Raststation Schwöbing Nord,POINT (569868.191846711 409057.1432622332),47924.6087619431,9945.0,
277.0,S6,'St. Marein',68.99,0,0,94437560,Raststation St. Marein,POINT (553779.1904666434 398390.804130403),68338.7878946552,12864.0,
278.0,S6,'Kapfenberg Nord',72.03,2,0,544542523,Raststation Kapfenberg Nord,POINT (551521.0002345934 396862.9429952516),71382.687846574,12864.0,
